No.;Gene name;Score;Oncogene or Tumor Suppresson gene
1;CDH7;0.027706132;#N/A
2;POU3F2;0.01416942;x
3;PCDHA4;0.014109103;#N/A
4;CTNNB1;0.011825427;x
5;SOX1;0.009571754;#N/A
6;CCL18;0.009556797;#N/A
7;FABP5;0.009465676;#N/A
8;NANOG;0.007578808;#N/A
9;ETV4;0.007382703;x
10;TP53;0.006615341;x
11;EP300;0.006594532;x
12;ETV1;0.00598878;x
13;TP53INP1;0.005905921;#N/A
14;CDH17;0.005881764;#N/A
15;NKX2-5;0.005234176;#N/A
16;ATF5;0.004418172;#N/A
17;TWIST1;0.00439814;#N/A
18;LIPF;0.00367466;#N/A
19;CHD4;0.003498588;x
20;MUC1;0.003391679;#N/A
21;NEK1;0.003265665;#N/A
22;SMYD2;0.003149661;#N/A
23;ERG;0.003036148;x
24;NEUROD1;0.002972824;#N/A
25;MYB;0.002932229;x
26;MED12;0.002890612;x
27;BRAF;0.002736844;x
28;TTI1;0.002671924;#N/A
29;CDK5R1;0.002655465;#N/A
30;MATK;0.002547862;#N/A
31;HEY2;0.002499697;#N/A
32;LRRK2;0.002488955;#N/A
33;NCOR1;0.002472456;x
34;PIK3CA;0.002451171;x
35;ATM;0.00242954;x
36;CDKN1B;0.002408909;x
37;RAD51;0.002403621;x
38;APC;0.002398575;x
39;PRKDC;0.002362942;x
40;NCOR2;0.002318782;#N/A
41;FOXA1;0.002283663;x
42;GRIN2A;0.002282539;x
43;BRCA2;0.002272215;x
44;TP53BP1;0.002261072;x
45;SETD2;0.002247835;x
46;SPEN;0.002244107;x
47;TPR;0.002243686;#N/A
48;SPOP;0.002242141;x
49;ARID2;0.002241607;x
50;CDK12;0.002230712;x
51;FAT4;0.002225631;#N/A
52;RELN;0.002225572;#N/A
53;PTPRC;0.00222392;#N/A
54;KDM6A;0.002221526;x
55;EPHB1;0.002216663;x
56;ZNF292;0.002215563;x
57;RNF213;0.002213933;#N/A
58;ERF;0.002213266;x
59;LRP1B;0.002213031;x
60;SMARCA1;0.00221037;x
61;MYH11;0.002209045;x
62;ZMYM3;0.002206547;x
63;ZFHX3;0.002205571;x
64;PCLO;0.002203228;#N/A
65;HNF1A;0.002201651;x
66;ABCB1;0.002201531;x
67;FOXG1;0.002193496;#N/A
68;FRMPD1;0.002190884;#N/A
69;KAT2A;0.002082022;#N/A
70;SOX14;0.001993073;#N/A
71;CAMKK2;0.001993026;#N/A
72;GAPDH;0.001837149;#N/A
73;MEPE;0.001785532;#N/A
74;PIK3R1;0.001775475;x
75;AKT1;0.00173408;x
76;GRB2;0.001675784;#N/A
77;EGFR;0.001525137;x
78;CCNH;0.001509134;#N/A
79;TERT;0.001485748;x
80;AMER3;0.001459939;#N/A
81;NKX6-1;0.001455427;#N/A
82;ALLC;0.001414144;#N/A
83;MAPK1;0.001374659;x
84;CCNE1;0.001310355;x
85;POU4F1;0.001289338;#N/A
86;CBX2;0.001279793;#N/A
87;HRAS;0.001277431;x
88;CBWD1;0.001240503;#N/A
89;SRC;0.001228223;x
90;E2F1;0.001210838;#N/A
91;RAF1;0.001208448;x
92;CD300LF;0.001206915;#N/A
93;PIK3R2;0.00120354;x
94;MAPK3;0.001195059;x
95;GRIN3A;0.00119449;#N/A
96;PSG11;0.001161055;#N/A
97;IGF2BP1;0.001152786;#N/A
98;GRIN3B;0.001134933;#N/A
99;MTCP1;0.001130382;#N/A
100;MAGEC2;0.001107098;#N/A
101;EFNB2;0.001103383;#N/A
102;MYC;0.00110336;x
103;ZFP41;0.001102885;#N/A
104;TUBB2A;0.001086061;#N/A
105;TUBB4A;0.001084612;#N/A
106;PIK3R3;0.00107934;x
107;RHBDL1;0.001074019;#N/A
108;MAK;0.001068788;#N/A
109;HDAC1;0.00106149;x
110;KRAS;0.001060922;x
111;CRYBA2;0.001055355;#N/A
112;ALB;0.001043664;#N/A
113;MAGEA3;0.001043533;#N/A
114;RELA;0.001043032;#N/A
115;PIK3CB;0.00102731;x
116;NRAS;0.001006472;x
117;TK1;0.000999473;#N/A
118;SLC25A6;0.000989077;#N/A
119;AVPR1B;0.000981655;#N/A
120;JUN;0.000976417;x
121;PROC;0.000965505;#N/A
122;SOS1;0.000965195;x
123;SMAD2;0.000936171;x
124;PCSK1;0.000933891;#N/A
125;HIF1A;0.000914646;x
126;ESR1;0.000913736;x
127;BAX;0.000913452;#N/A
128;PQBP1;0.000913353;#N/A
129;MAP2K1;0.000911701;x
130;SCRIB;0.000904832;#N/A
131;RPA4;0.000901428;#N/A
132;MAPK14;0.000889381;#N/A
133;PIK3CD;0.000868872;x
134;EFNA3;0.000860339;#N/A
135;HSP90AA1;0.000858648;x
136;FAM222A;0.000856473;#N/A
137;NFATC1;0.000856095;#N/A
138;CAMK1D;0.000853068;#N/A
139;FOXN4;0.000851204;x
140;LPXN;0.000844036;#N/A
141;VGLL3;0.00084337;#N/A
142;AGO2;0.000842863;#N/A
143;STAT3;0.000833301;x
144;MORC1;0.000829084;#N/A
145;SPI1;0.000824657;#N/A
146;GSK3B;0.000816486;x
147;H2BC14;0.00081428;#N/A
148;IRS4;0.000808107;#N/A
149;KAT2B;0.000804419;#N/A
150;FOXS1;0.000797079;#N/A
151;AKT2;0.000794947;x
152;MAP2K2;0.000791735;x
153;CDK1;0.000788241;#N/A
154;ERBB2;0.000786738;x
155;CREBBP;0.0007854;x
156;CCNE2;0.000785097;#N/A
157;RGPD3;0.000783014;#N/A
158;RBPJ;0.000772247;#N/A
159;CDKN1A;0.000771715;x
160;HES6;0.000771548;#N/A
161;APOF;0.000765194;#N/A
162;WNT5A;0.000754117;#N/A
163;FOXB1;0.000750032;#N/A
164;CSMD1;0.000740724;#N/A
165;PANX3;0.000740724;#N/A
166;SIM2;0.000731162;#N/A
167;ZIC3;0.000729347;#N/A
168;ZNF30;0.000728803;#N/A
169;PARP12;0.000728325;#N/A
170;INS;0.000727842;#N/A
171;NEUROG3;0.000726281;#N/A
172;CHEK1;0.000724897;x
173;HASPIN;0.000719564;#N/A
174;CDK2;0.000717436;#N/A
175;FKBP10;0.000713656;#N/A
176;AKT3;0.000713545;x
177;BRCA1;0.000711311;x
178;ASIC3;0.000710006;#N/A
179;CNKSR2;0.000707648;#N/A
180;CEBPA;0.000707307;x
181;SHC1;0.000706623;#N/A
182;EFNA2;0.000706079;#N/A
183;EGF;0.000706071;#N/A
184;ROPN1L;0.000700632;#N/A
185;ASCL4;0.000699435;#N/A
186;AR;0.000697052;x
187;PLCG1;0.000695311;x
188;GRM7;0.000692234;#N/A
189;AKR1C4;0.000690312;#N/A
190;HIPK2;0.000688512;#N/A
191;PVRIG;0.000688374;#N/A
192;FSHB;0.000687696;#N/A
193;PRKCA;0.000687156;#N/A
194;PTTG1;0.000685906;#N/A
195;FAM110B;0.000684837;#N/A
196;PPM1J;0.000682549;#N/A
197;RAC1;0.000680349;x
198;TRIM49;0.000676393;#N/A
199;RPS6KC1;0.000673572;#N/A
200;BUB1;0.000667946;#N/A
201;CES3;0.000667885;#N/A
202;BCL6;0.000667293;x
203;SALL4;0.00066726;#N/A
204;ZIC2;0.000660287;#N/A
205;SMAD3;0.000659983;x
206;MAPK12;0.000658449;#N/A
207;HDAC2;0.000656526;x
208;SPDYA;0.000653952;#N/A
209;KCNK16;0.000650417;#N/A
210;HNF4G;0.000648525;#N/A
211;MSH4;0.000647796;#N/A
212;IMPA1;0.000645058;#N/A
213;STK24;0.00064282;#N/A
214;HRG;0.000641369;#N/A
215;FGF4;0.000638751;x
216;APOH;0.000636946;#N/A
217;PTK2;0.000634616;#N/A
218;NFKB1;0.000633463;#N/A
219;PRKCG;0.000631802;#N/A
220;RNF43;0.000629975;x
221;AURKA;0.000623285;x
222;MET;0.000623033;x
223;SOX2;0.000620974;x
224;NRIP3;0.000617633;#N/A
225;H2AX;0.000616241;#N/A
226;MTOR;0.000614754;x
227;CEACAM5;0.000612994;#N/A
228;POLN;0.000611307;#N/A
229;DYDC1;0.00060314;#N/A
230;CGA;0.000602194;#N/A
231;SGK2;0.000601231;#N/A
232;FGFR3;0.000600118;x
233;PITPNM3;0.000597708;#N/A
234;FYN;0.000595158;x
235;S100A7;0.000594486;#N/A
236;GRIA4;0.000594089;#N/A
237;CCDC57;0.000593377;#N/A
238;PMFBP1;0.000590217;#N/A
239;RSPH10B;0.000590217;#N/A
240;PCDH17;0.000588685;#N/A
241;PKD1L3;0.000586711;#N/A
242;MDM2;0.000586476;x
243;ODF3L2;0.00058641;#N/A
244;SNAPC4;0.000586044;#N/A
245;C15orf48;0.000584629;#N/A
246;FGFR1;0.000583602;x
247;FABP1;0.000580531;#N/A
248;ANKRD13B;0.000579838;#N/A
249;CCND1;0.000579118;x
250;BARX1;0.000574819;#N/A
251;TCF12;0.000574681;#N/A
252;TEKT4;0.00057397;#N/A
253;RELL2;0.000571462;#N/A
254;SMAD4;0.000571043;x
255;DLX2;0.000570108;#N/A
256;FOXD3;0.000569791;#N/A
257;RAX;0.000569189;#N/A
258;NOL4;0.000568694;#N/A
259;CHRD;0.000567603;#N/A
260;SFRP4;0.000565499;#N/A
261;FOS;0.000562563;#N/A
262;JAK2;0.000561938;x
263;FGA;0.00056114;#N/A
264;FGF3;0.000560389;x
265;PTPN11;0.000560234;x
266;DPF1;0.000549384;#N/A
267;RB1;0.000546913;x
268;RHOA;0.00054621;x
269;SNCA;0.000545371;#N/A
270;RPL8;0.000543487;#N/A
271;BANK1;0.000542814;#N/A
272;FN1;0.000541629;#N/A
273;RFX6;0.000541032;#N/A
274;KRT72;0.000538929;#N/A
275;PARP9;0.000536601;#N/A
276;MX1;0.000533074;#N/A
277;LHX3;0.000531697;#N/A
278;KRT34;0.000531298;#N/A
279;ABL1;0.000531192;x
280;LYN;0.000529966;x
281;IGF1;0.00052878;x
282;APOC3;0.000527315;#N/A
283;EPHA8;0.00052675;#N/A
284;FOXJ1;0.000525759;#N/A
285;C1QTNF6;0.000524827;#N/A
286;POLQ;0.000520802;#N/A
287;YWHAB;0.000520033;#N/A
288;CDC42;0.000519668;x
289;NHSL1;0.000510609;#N/A
290;PTK2B;0.000507966;#N/A
291;ZNF281;0.000507078;#N/A
292;GLI1;0.000506802;x
293;SS18L2;0.000506498;#N/A
294;EGLN3;0.000504832;#N/A
295;HSPB9;0.000504105;#N/A
296;IKBKG;0.00050407;#N/A
297;ABCA12;0.000502615;#N/A
298;PFKFB2;0.000495191;#N/A
299;PDGFRB;0.000494601;x
300;KCNRG;0.000494065;#N/A
301;MAPK8;0.000493751;#N/A
302;ARG1;0.000493192;#N/A
303;GAB1;0.000491239;x
304;CENPF;0.000490214;#N/A
305;GAPDHS;0.000489191;#N/A
306;FGFR2;0.000489176;x
307;RFPL4B;0.00048894;#N/A
308;PLAC1;0.000488829;#N/A
309;CREB1;0.00048869;x
310;ARAF;0.000488025;x
311;VLDLR;0.000486973;#N/A
312;UBE2I;0.000486304;#N/A
313;PLIN5;0.000484589;#N/A
314;CDK4;0.000484132;x
315;SIX3;0.000484124;#N/A
316;HOXC9;0.000482118;#N/A
317;RALGAPA2;0.000480055;#N/A
318;OCLN;0.000479524;#N/A
319;RPS6KA4;0.000478831;x
320;C16orf87;0.000475776;#N/A
321;BRSK2;0.00047486;#N/A
322;MAGEA6;0.000474105;#N/A
323;TAT;0.000473087;#N/A
324;NLRP4;0.000472806;#N/A
325;ERCC6L;0.000472127;#N/A
326;CHUK;0.000470348;#N/A
327;RHPN1;0.000469799;#N/A
328;INSR;0.000469721;x
329;IGF1R;0.000469616;x
330;ARHGDIG;0.00046841;#N/A
331;PDPK1;0.000467794;#N/A
332;PLA2G2A;0.000466765;#N/A
333;SHD;0.000466657;#N/A
334;CENPE;0.000466225;#N/A
335;GDF15;0.000466134;#N/A
336;SOS2;0.000464655;#N/A
337;IKBKB;0.000464489;#N/A
338;RFX3;0.000463616;#N/A
339;KIT;0.000463386;x
340;TULP4;0.00046141;#N/A
341;FAM131B;0.00045959;#N/A
342;RET;0.000459234;x
343;FGF2;0.000458524;x
344;CENPA;0.000457356;#N/A
345;SMC1B;0.000456736;#N/A
346;ATF2;0.000455528;#N/A
347;MAGEA8;0.000455525;#N/A
348;BARHL1;0.00045333;#N/A
349;GRIN2C;0.000452222;#N/A
350;STK11;0.0004497;x
351;DCAF4L2;0.000441338;#N/A
352;GDF3;0.000440935;#N/A
353;ABCC4;0.000440267;#N/A
354;IL5;0.00043958;#N/A
355;SERPIND1;0.000439185;#N/A
356;APOA1;0.000437894;#N/A
357;TCF3;0.000435783;x
358;SDK1;0.000434732;#N/A
359;USP50;0.000434239;#N/A
360;ACTB;0.000434041;#N/A
361;TTK;0.000433696;#N/A
362;PDGFRA;0.000433381;x
363;CHRNB2;0.000432877;#N/A
364;FGG;0.000430813;#N/A
365;NAALADL2;0.000430262;#N/A
366;FMR1NB;0.000428313;#N/A
367;CSPG5;0.000428268;#N/A
368;CPS1;0.000428091;#N/A
369;POLB;0.000427299;#N/A
370;WFDC5;0.000426709;#N/A
371;YWHAZ;0.0004259;#N/A
372;BLM;0.000422844;x
373;SH2D1A;0.000421162;x
374;EXO1;0.000420984;#N/A
375;FGF8;0.000420833;x
376;PLK3;0.000420462;#N/A
377;TENM1;0.000418697;#N/A
378;UPP2;0.000418442;#N/A
379;VEGFA;0.000416822;x
380;PRKCB;0.000416353;x
381;PTPN6;0.000416123;#N/A
382;CBX4;0.000416052;#N/A
383;VHL;0.00041547;x
384;CRK;0.000415446;#N/A
385;DLGAP2;0.00041529;#N/A
386;CBL;0.00041493;x
387;FGF1;0.000414643;x
388;NOTUM;0.000412891;#N/A
389;LGI1;0.000409897;#N/A
390;ORC1;0.000409289;#N/A
391;GRIN1;0.000408908;#N/A
392;ZBTB10;0.000408293;#N/A
393;NOX4;0.000407655;#N/A
394;GPRIN1;0.000407153;#N/A
395;XRCC2;0.000406282;x
396;NOTCH1;0.000405606;x
397;AXIN1;0.000404756;x
398;ACAD8;0.00040413;#N/A
399;APOC2;0.000402664;#N/A
400;SRMS;0.000400069;#N/A
401;STAT1;0.0003999;#N/A
402;RPL23A;0.000397964;#N/A
403;KRT75;0.000396695;#N/A
404;PDGFB;0.00039666;x
405;SIRT1;0.000395484;#N/A
406;IQGAP1;0.000394804;x
407;AKR1D1;0.000394803;#N/A
408;SLC39A4;0.000393871;#N/A
409;MAPK9;0.000393109;#N/A
410;MLLT3;0.000392835;x
411;PRB3;0.000392771;#N/A
412;ASPM;0.00039255;#N/A
413;MC4R;0.000391125;#N/A
414;MKRN3;0.000390621;#N/A
415;RPA1;0.000390493;#N/A
416;PAX5;0.00038947;x
417;ZAP70;0.000389461;#N/A
418;FAM9A;0.000389251;#N/A
419;VSX2;0.000388275;#N/A
420;APOA2;0.000388271;#N/A
421;CCDC7;0.000388197;#N/A
422;LCE3C;0.000387419;#N/A
423;FRMPD4;0.00038675;#N/A
424;LCK;0.000386437;x
425;ERBB4;0.000386282;x
426;MAGEA4;0.000385603;#N/A
427;MAPK11;0.000384141;#N/A
428;PEG10;0.000383725;#N/A
429;PZP;0.000383244;#N/A
430;PML;0.000382346;x
431;PTPRR;0.000381603;#N/A
432;C4BPB;0.000381591;#N/A
433;PRKACA;0.000380907;x
434;RGPD1;0.000380386;#N/A
435;JAK1;0.000380339;x
436;UNC13A;0.000379382;#N/A
437;NLRP5;0.000378332;#N/A
438;BAD;0.000377947;#N/A
439;NLRP12;0.000376985;#N/A
440;PACSIN1;0.00037603;#N/A
441;PTEN;0.000375493;x
442;RFC3;0.000374272;#N/A
443;ERBB3;0.000374117;x
444;HOXC13;0.000374086;#N/A
445;PLCG2;0.000373876;x
446;AMHR2;0.000371492;#N/A
447;BIRC7;0.000371459;#N/A
448;EFNA5;0.000371272;#N/A
449;AKR1C3;0.000371131;#N/A
450;IL6;0.000370074;#N/A
451;KAT5;0.0003697;#N/A
452;CYP3A4;0.000368982;#N/A
453;RPGRIP1;0.000368424;#N/A
454;CCDC150;0.000368135;#N/A
455;POTEE;0.000367781;#N/A
456;KNG1;0.000366806;#N/A
457;ARRB1;0.000366551;#N/A
458;TFDP3;0.000365572;#N/A
459;SUMO2;0.000365287;#N/A
460;TTLL10;0.000365085;#N/A
461;TRIM28;0.00036443;#N/A
462;GJB2;0.000364092;#N/A
463;LMX1B;0.000363603;#N/A
464;BCL2;0.000363551;x
465;TONSL;0.000361061;#N/A
466;SP1;0.000360887;#N/A
467;TRAF6;0.000360389;#N/A
468;LBH;0.000359707;#N/A
469;NCOA1;0.000359554;#N/A
470;VAV1;0.000359544;x
471;DPEP1;0.000358724;#N/A
472;PARP1;0.000357465;x
473;PARP10;0.000357444;#N/A
474;UBE2C;0.000357206;#N/A
475;STAG3;0.000356874;#N/A
476;CHTF18;0.000356543;#N/A
477;DCX;0.000356167;#N/A
478;ISG15;0.000355513;#N/A
479;CRKL;0.000354762;x
480;PBLD;0.000354644;#N/A
481;CTLA4;0.000354607;x
482;CDC20B;0.000354219;#N/A
483;TOR1B;0.000354215;#N/A
484;BMX;0.000354059;#N/A
485;ADRA2A;0.00035391;#N/A
486;STAT5A;0.000353902;x
487;TUBA4B;0.000353758;#N/A
488;OMG;0.000352801;#N/A
489;SMARCA4;0.000352462;x
490;GIT1;0.000352417;#N/A
491;KDR;0.000351185;x
492;IRS1;0.000350634;x
493;H4C13;0.000349547;#N/A
494;DLG4;0.000349057;#N/A
495;NR2E1;0.000348409;#N/A
496;INHA;0.000347624;x
497;PCBP3;0.000346669;#N/A
498;NTRK1;0.000346065;x
499;APOA4;0.000345469;#N/A
500;FKBP6;0.000345097;#N/A
501;GLI3;0.000345081;#N/A
502;AKAP14;0.000344638;#N/A
503;KRT81;0.000343973;#N/A
504;CDK6;0.00034307;x
505;OTX2;0.000342718;#N/A
506;GPR37;0.000342541;#N/A
507;FOXL2;0.000342127;x
508;MDFI;0.000341687;#N/A
509;DNMT3B;0.000341532;x
510;OAS3;0.000340436;#N/A
511;PAK1;0.000339869;x
512;RPL13;0.000339387;#N/A
513;MAPK13;0.000339287;#N/A
514;SNW1;0.000338218;#N/A
515;NLK;0.000337796;#N/A
516;ITGB3;0.000337278;#N/A
517;MAPK10;0.000336663;#N/A
518;ZBTB34;0.000334938;#N/A
519;GPR18;0.000334319;#N/A
520;TLE1;0.000332596;#N/A
521;MKLN1;0.000331294;#N/A
522;HDAC3;0.000330734;#N/A
523;NFKBIA;0.000330409;x
524;TNFRSF13B;0.000329625;#N/A
525;MIPEP;0.000327899;#N/A
526;ACTL7A;0.00032652;#N/A
527;ATR;0.000325887;x
528;MND1;0.000325603;#N/A
529;PCNA;0.000325538;#N/A
530;RPS6KB1;0.000324695;#N/A
531;DYDC2;0.000323966;#N/A
532;ESR2;0.000323702;#N/A
533;BICD1;0.000323291;#N/A
534;NCK1;0.000322551;#N/A
535;TNF;0.000321601;#N/A
536;PPP2CA;0.000321207;#N/A
537;KIF18B;0.000319353;#N/A
538;FRS2;0.000318828;x
539;NEIL3;0.000318646;#N/A
540;MAB21L1;0.000316544;#N/A
541;RNF2;0.000316521;#N/A
542;YWHAE;0.000316389;#N/A
543;FAM117B;0.000315448;#N/A
544;RBBP4;0.000315257;#N/A
545;DPPA2;0.000315229;#N/A
546;GPR52;0.000315146;#N/A
547;ARRB2;0.000314901;#N/A
548;HPX;0.000314701;#N/A
549;CDCA5;0.000314679;#N/A
550;MYH13;0.000314468;#N/A
551;ARX;0.000313653;#N/A
552;GAB2;0.000313394;x
553;TGFBR2;0.000311165;x
554;RXRA;0.000311098;#N/A
555;SMC1A;0.000311074;x
556;PRMT8;0.000309549;#N/A
557;TPTE;0.000309441;#N/A
558;TCF4;0.00030933;#N/A
559;LAMA1;0.000308976;#N/A
560;FLT3;0.000308722;x
561;ERC2;0.000308709;#N/A
562;EEF1A2;0.000308181;#N/A
563;FAM214B;0.000308061;#N/A
564;ACTG1;0.00030791;x
565;STAT5B;0.000307823;x
566;RPA2;0.000307102;#N/A
567;PAK2;0.000306913;#N/A
568;KDM1A;0.000306564;#N/A
569;TGFBR1;0.000306528;x
570;TTR;0.000305014;#N/A
571;ITGB1;0.000304648;#N/A
572;ORC6;0.000304437;#N/A
573;TICRR;0.000304325;#N/A
574;TRAF2;0.000304057;#N/A
575;MADCAM1;0.000303912;#N/A
576;FNIP2;0.000303588;#N/A
577;DNAAF3;0.00030358;#N/A
578;CDCA8;0.000301918;#N/A
579;KLHL17;0.000301782;#N/A
580;AIDA;0.000301301;#N/A
581;MAGEA1;0.000300982;#N/A
582;ESPL1;0.00030082;#N/A
583;CD19;0.000300337;x
584;LIG3;0.000300285;#N/A
585;TLX1;0.000299733;x
586;IQGAP3;0.000299588;#N/A
587;PPP2R1A;0.000299528;x
588;ICOS;0.000299505;#N/A
589;FGF9;0.000298995;x
590;CDC25A;0.000298611;#N/A
591;IL21R;0.000297674;#N/A
592;SUMO1;0.000297411;#N/A
593;KIF2C;0.000296951;#N/A
594;FGF19;0.000296789;x
595;CCNA2;0.00029656;#N/A
596;SIN3A;0.00029623;#N/A
597;F2;0.000296187;#N/A
598;NPM1;0.000295925;x
599;KRTAP26-1;0.000295607;#N/A
600;PPARG;0.000294959;x
601;RAC2;0.000294446;x
602;CD80;0.000293576;#N/A
603;EN1;0.000293568;#N/A
604;CBLC;0.00029339;#N/A
605;ZNF524;0.000292629;#N/A
606;MAX;0.000291426;x
607;KLB;0.000290576;#N/A
608;LEF1;0.00029018;x
609;XPO6;0.000290067;#N/A
610;CSNK1E;0.00028946;#N/A
611;FGFR4;0.000289313;x
612;RPS6KB2;0.000288724;x
613;CBS;0.000288287;#N/A
614;SKP2;0.000288096;#N/A
615;RPS27A;0.000288009;#N/A
616;WRN;0.000287433;x
617;MMP9;0.000287233;#N/A
618;CBX5;0.000286745;#N/A
619;PDGFA;0.000285491;#N/A
620;FOXO3;0.000285001;#N/A
621;FOXO1;0.000284827;x
622;RARA;0.000284577;#N/A
623;ROCK2;0.000284542;#N/A
624;TAC3;0.000283942;#N/A
625;CASKIN1;0.000283231;#N/A
626;RPLP2;0.000283112;#N/A
627;IGF2BP3;0.000282688;#N/A
628;TGFA;0.000281916;#N/A
629;MRE11;0.00028157;x
630;CLCA1;0.00028146;#N/A
631;UBA52;0.000280618;#N/A
632;H2BC18;0.000280553;#N/A
633;SMAD1;0.000280211;#N/A
634;WNT4;0.000279724;#N/A
635;BCL2L1;0.000278882;#N/A
636;OPRK1;0.000278811;#N/A
637;FGF5;0.000278491;x
638;SEMA4D;0.000278265;#N/A
639;NCK2;0.000278259;#N/A
640;BARD1;0.000277524;x
641;GDPD1;0.000276914;#N/A
642;REM2;0.000276801;#N/A
643;RBBP7;0.000276583;#N/A
644;DLG3;0.00027551;#N/A
645;CSNK2A2;0.000275492;#N/A
646;CA10;0.000275418;#N/A
647;SPEF1;0.000275332;#N/A
648;WDR24;0.000275271;#N/A
649;APOE;0.000274866;#N/A
650;CCND3;0.000274784;x
651;IRS2;0.000274413;x
652;UBB;0.000274392;#N/A
653;FLNA;0.0002742;#N/A
654;SMARCA2;0.000274196;x
655;EPHA3;0.000273467;x
656;COL10A1;0.000273161;#N/A
657;E2F3;0.000272515;x
658;H3C2;0.000272281;#N/A
659;ATXN2;0.000271863;x
660;HSP90AB1;0.000271275;#N/A
661;TRIM63;0.0002709;#N/A
662;DLG1;0.000270888;#N/A
663;IFIT1;0.000270428;#N/A
664;FGF23;0.000270301;x
665;NETO2;0.000270242;#N/A
666;MZT2A;0.000269982;#N/A
667;CAMK2A;0.000269899;#N/A
668;POP1;0.000269159;#N/A
669;CDK17;0.000268736;#N/A
670;RAD50;0.000268447;x
671;PRKACB;0.000267857;#N/A
672;GPR35;0.00026741;#N/A
673;PXN;0.000267076;#N/A
674;NFATC2;0.000266584;#N/A
675;DNASE2B;0.000266481;#N/A
676;NBN;0.00026624;x
677;ROCK1;0.000265184;#N/A
678;FGF7;0.000265103;x
679;C11orf16;0.00026494;#N/A
680;CDK9;0.000264901;#N/A
681;EPHA4;0.000264881;#N/A
682;LGALS3;0.000264754;#N/A
683;THBS1;0.000264692;#N/A
684;RDM1;0.000263818;#N/A
685;YWHAQ;0.000263732;#N/A
686;A1CF;0.00026314;#N/A
687;RPA3;0.000263093;#N/A
688;GADD45A;0.000262487;#N/A
689;VAV3;0.000262044;#N/A
690;PLA2G2D;0.000261782;#N/A
691;TROAP;0.000261666;#N/A
692;TRIB3;0.000261131;x
693;EPHA7;0.000261094;x
694;TRMT1;0.000260981;#N/A
695;RASA1;0.000260364;x
696;GABRA1;0.000260314;#N/A
697;TGFB2;0.000259991;#N/A
698;ELOB;0.000258415;#N/A
699;HGF;0.000258369;x
700;OIP5;0.000258177;#N/A
701;ODC1;0.000258031;#N/A
702;NEK2;0.000257795;#N/A
703;VAV2;0.000257327;x
704;RUNX1;0.000257245;x
705;PRKCZ;0.000257059;#N/A
706;NUF2;0.000257041;x
707;UNC5A;0.000257023;#N/A
708;APOC1;0.00025623;#N/A
709;IL5RA;0.000255713;#N/A
710;TCF7L2;0.000255626;x
711;HSPB1;0.000255532;#N/A
712;C6;0.000255198;#N/A
713;CCDC74A;0.000254719;#N/A
714;CDCA3;0.000254532;#N/A
715;NR3C1;0.000254269;#N/A
716;JAK3;0.000253704;x
717;FCER2;0.000253673;#N/A
718;GLP1R;0.00025361;#N/A
719;SKA3;0.00025307;#N/A
720;TIGIT;0.000252362;#N/A
721;KRT73;0.000252007;#N/A
722;ACTL8;0.000251975;#N/A
723;TGM3;0.000251874;#N/A
724;E2F2;0.000251773;#N/A
725;CSNK2A1;0.000251548;#N/A
726;AGTR1;0.000251435;#N/A
727;FGF10;0.000251401;x
728;RPS15;0.000251214;x
729;OGDHL;0.000251194;#N/A
730;NSMCE1;0.000250992;#N/A
731;IFIT3;0.000250748;#N/A
732;ITIH1;0.000250375;#N/A
733;SYK;0.000250143;x
734;FOXD4;0.000249939;#N/A
735;AHSG;0.000248948;#N/A
736;PPP2CB;0.000248548;#N/A
737;YWHAG;0.000247687;#N/A
738;RUVBL2;0.000247682;#N/A
739;ANLN;0.000247434;#N/A
740;SHC3;0.000247327;#N/A
741;OLIG1;0.000247188;#N/A
742;ATF4;0.000246198;#N/A
743;DLK1;0.000245779;#N/A
744;RAP1A;0.000244486;#N/A
745;HES1;0.000244235;#N/A
746;PRKCD;0.000244138;#N/A
747;MBL2;0.000243896;#N/A
748;SHC2;0.000243747;#N/A
749;NDUFA13;0.000243557;#N/A
750;CSF1R;0.00024343;#N/A
751;MED1;0.000243324;#N/A
752;CHEK2;0.000242586;x
753;FLT4;0.000242547;x
754;TEKT2;0.000241643;#N/A
755;DVL2;0.000241489;#N/A
756;SHCBP1;0.000241417;#N/A
757;PPFIA2;0.000241368;#N/A
758;PRKACG;0.000240997;#N/A
759;RICTOR;0.000240767;x
760;THBS2;0.000240613;#N/A
761;FGL1;0.000240551;#N/A
762;CEBPB;0.000240546;#N/A
763;CDC37;0.000239868;#N/A
764;TPI1;0.000239855;#N/A
765;CLK2;0.000239466;#N/A
766;EZH2;0.000238945;x
767;SURF2;0.000238798;#N/A
768;NVL;0.000238698;#N/A
769;QTRT1;0.000238285;#N/A
770;POLR2L;0.000237246;#N/A
771;HSD17B3;0.000236887;#N/A
772;FGB;0.000236776;#N/A
773;CCDC85B;0.000236447;#N/A
774;NCAPH;0.000236285;#N/A
775;BTRC;0.000235346;#N/A
776;MTA2;0.000234856;#N/A
777;DAXX;0.000234632;x
778;CAMK2D;0.000234443;#N/A
779;EWSR1;0.000234422;x
780;CCND2;0.00023425;x
781;CAV1;0.000234167;#N/A
782;USP21;0.00023381;#N/A
783;ZC3H12D;0.000233667;#N/A
784;FLT1;0.000233189;x
785;BAK1;0.000233122;#N/A
786;POLR2I;0.000233021;#N/A
