No.;Gene name;Score;Oncogene or Tumor Suppresson gene
1;CTNNB1;0.002977595;x
2;EGFR;0.002413914;x
3;LGR5;0.002180223;x
4;TP53;0.001936314;x
5;AR;0.00163041;x
6;ERBB2;0.001621718;x
7;FYN;0.001585832;x
8;IL12RB2;0.00157299;#N/A
9;LTK;0.00155861;x
10;SOX1;0.001550214;#N/A
11;PROP1;0.00154473;#N/A
12;CDH8;0.00154473;#N/A
13;RAF1;0.001540206;x
14;DDC;0.001509227;#N/A
15;SPHK2;0.001500614;#N/A
16;ARHGAP33;0.001491079;#N/A
17;EP300;0.001466919;x
18;FRS2;0.001458513;x
19;PSD2;0.001457801;#N/A
20;ALB;0.001444831;#N/A
21;GRB2;0.001435228;#N/A
22;VEGFC;0.001428952;#N/A
23;SCN8A;0.001409564;#N/A
24;ERAS;0.001397537;#N/A
25;SMC1B;0.001389915;#N/A
26;PIK3R1;0.001383302;x
27;EPS8L3;0.001382605;#N/A
28;GPNMB;0.001379113;#N/A
29;PIWIL2;0.001378901;#N/A
30;SULT1E1;0.001367529;#N/A
31;HSP90AA1;0.001348934;x
32;PIK3CB;0.001340758;x
33;PROM1;0.001339227;#N/A
34;PIWIL3;0.001333309;#N/A
35;ETV4;0.001314801;x
36;BRCA2;0.001311653;x
37;DCAF4L1;0.001306621;#N/A
38;BRIP1;0.001296375;x
39;WNT11;0.001270783;#N/A
40;EZH2;0.001266959;x
41;APOC2;0.001259117;#N/A
42;ESR1;0.001252981;x
43;SUZ12;0.001251985;x
44;PDGFA;0.001248415;#N/A
45;FANCA;0.001246204;x
46;CDH2;0.00124222;x
47;JAG1;0.001228606;#N/A
48;SHC1;0.001216943;#N/A
49;SHC4;0.001213277;#N/A
50;CREBBP;0.001170793;x
51;FANCD2;0.001167375;x
52;SRC;0.001150975;x
53;GRB7;0.001150941;x
54;H1-2;0.001147158;#N/A
55;MYB;0.001142558;x
56;DNMT1;0.001140627;x
57;ZNRF3;0.001124423;x
58;ESRRB;0.001116116;#N/A
59;CCND1;0.001113129;x
60;DNMT3A;0.001111668;x
61;BRCA1;0.001109294;x
62;RET;0.001105556;x
63;FANCB;0.001089829;#N/A
64;ALK;0.001083811;x
65;TRIM24;0.001078221;#N/A
66;FANCE;0.001075969;x
67;H2BC5;0.001069536;#N/A
68;ASXL1;0.001059805;x
69;DICER1;0.001050511;x
70;SOX2;0.001040151;x
71;EFNA2;0.001039812;#N/A
72;CD274;0.001032354;x
73;GRB14;0.001031197;#N/A
74;ACTB;0.001027794;#N/A
75;PRKDC;0.001024556;x
76;DNMT3B;0.001010269;x
77;CA9;0.00100421;#N/A
78;DEK;0.000994564;x
79;NTRK2;0.000989485;x
80;MYLK4;0.000989235;#N/A
81;ARHGDIG;0.00098838;#N/A
82;ERBB4;0.000980276;x
83;H2AC6;0.000970164;#N/A
84;FGF5;0.000969675;x
85;CDH9;0.000962384;#N/A
86;CDH18;0.000960944;#N/A
87;MALT1;0.000955865;#N/A
88;CDKL4;0.000954143;#N/A
89;MYO7A;0.000947719;#N/A
90;HNF1A;0.000945941;x
91;TFRC;0.000945007;#N/A
92;CUL4A;0.000944374;x
93;HDAC1;0.000943731;x
94;TBL1XR1;0.000943196;x
95;PAX6;0.000938131;#N/A
96;NOTCH1;0.000935363;x
97;ETV5;0.000928882;x
98;KSR2;0.000928285;x
99;MYCN;0.000925655;x
100;SRY;0.00091963;#N/A
101;JAK2;0.000919411;x
102;ROS1;0.000915439;x
103;WIF1;0.000914871;x
104;PLCG1;0.000912467;x
105;SMAD4;0.000911205;x
106;MET;0.000907785;x
107;FGFR1;0.000904856;x
108;RAD21;0.00090438;x
109;BAALC;0.000894733;x
110;EN1;0.000892936;#N/A
111;PDCD1LG2;0.000889629;x
112;IRS4;0.000888096;#N/A
113;DROSHA;0.00088556;#N/A
114;EWSR1;0.000875951;x
115;PGF;0.000873996;#N/A
116;PDGFRB;0.000873809;x
117;NR1H4;0.000873252;#N/A
118;FGF14;0.000870155;x
119;FGFR2;0.000868867;x
120;PTCH1;0.000867647;x
121;CBL;0.000857207;x
122;RAD54L;0.000856839;#N/A
123;STIL;0.00085629;#N/A
124;MUC1;0.000853106;#N/A
125;RHOA;0.000852423;x
126;GTSE1;0.000852146;#N/A
127;FGF3;0.000851046;x
128;CAD;0.000850989;x
129;STAT3;0.000850064;x
130;CDX2;0.000847574;#N/A
131;TRAF2;0.000847458;#N/A
132;KDR;0.000844906;x
133;KYNU;0.000841425;#N/A
134;TRIP13;0.000837098;x
135;RAC3;0.000831167;#N/A
136;TLE1;0.00083091;#N/A
137;MUC16;0.000830605;#N/A
138;CDK2;0.000829227;#N/A
139;AMY2A;0.000827907;#N/A
140;HIF1A;0.00082632;x
141;POU3F2;0.000825904;x
142;MAPK3;0.000825264;x
143;SIRPB1;0.000824744;#N/A
144;POT1;0.000818351;x
145;GSK3B;0.000818139;x
146;ANOS1;0.000816242;#N/A
147;SMAD3;0.000811911;x
148;GRM3;0.000811543;#N/A
149;RMI2;0.000807307;#N/A
150;RB1;0.000806589;x
151;SFRP4;0.000804244;#N/A
152;RASL10A;0.000801626;#N/A
153;CDC42;0.000797629;x
154;HOXC10;0.000796879;#N/A
155;AKT1;0.000796132;x
156;HSP90AB1;0.000794424;#N/A
157;MDM2;0.000790531;x
158;BLM;0.000790441;x
159;SETD5;0.000789667;#N/A
160;SMC3;0.000788816;x
161;PDX1;0.000788101;#N/A
162;CCL18;0.000783979;#N/A
163;LZTR1;0.00078182;x
164;PMS2;0.000781324;x
165;CRYBA2;0.000779694;#N/A
166;FGFR3;0.000779259;x
167;H1-5;0.000779168;x
168;H3C2;0.00077772;#N/A
169;TLX3;0.000775368;x
170;COL2A1;0.000774813;x
171;EPHA8;0.000771823;#N/A
172;ATM;0.000770698;x
173;PML;0.000768661;x
174;ACTG1;0.000767889;x
175;DEPDC1B;0.000767618;#N/A
176;PDGFRA;0.000765556;x
177;IKBKB;0.000764275;#N/A
178;SOX9;0.000761849;x
179;ONECUT1;0.000757652;#N/A
180;PTPRR;0.000757311;#N/A
181;PIK3CA;0.00075606;x
182;CHGB;0.000753196;#N/A
183;PAX3;0.000752142;x
184;CDH1;0.000750261;x
185;DDX4;0.000749077;x
186;GMPS;0.000748661;#N/A
187;PIK3R3;0.000747289;x
188;RUNX1;0.000744596;x
189;SMARCA4;0.000744352;x
190;INSR;0.000743141;x
191;ATF5;0.000741379;#N/A
192;ABL1;0.000738922;x
193;FLT4;0.000738568;x
194;TNFRSF19;0.000737129;#N/A
195;NKX2-1;0.000737042;x
196;PMS1;0.000736428;x
197;RELA;0.000734985;#N/A
198;HRAS;0.000732851;x
199;H1-4;0.000729913;x
200;PIK3CG;0.000729446;x
201;POLQ;0.00072846;#N/A
202;WNT7A;0.000725593;#N/A
203;RAC1;0.000724909;x
204;EPHB2;0.000723496;#N/A
205;SALL4;0.000722935;#N/A
206;STAT4;0.000722438;x
207;NCOA2;0.00072178;#N/A
208;TRIB3;0.000720282;x
209;NCSTN;0.000720058;x
210;PARP14;0.000719865;#N/A
211;MYC;0.000719344;x
212;ABI1;0.000718978;#N/A
213;SOS1;0.000717862;x
214;PARP1;0.000715559;x
215;CDKN1A;0.000715336;x
216;TRIM72;0.00071525;#N/A
217;EXT1;0.000714832;x
218;IRS1;0.000714781;x
219;CTNNA1;0.000713637;x
220;FLT1;0.000712426;x
221;TFF2;0.000712187;#N/A
222;NCOR1;0.000710709;x
223;APC;0.000710663;x
224;FANCM;0.000710312;x
225;NFKBIA;0.000705846;x
226;NKX2-5;0.000705391;#N/A
227;BCOR;0.000704346;x
228;SYK;0.00069977;x
229;SIX3;0.00069907;#N/A
230;GAB1;0.00069735;x
231;CDK6;0.000697239;x
232;SUMO2;0.000695512;#N/A
233;MYH9;0.000694519;#N/A
234;ST3GAL6;0.000692827;#N/A
235;RAD51;0.000692759;x
236;EPHA4;0.0006926;#N/A
237;CLTC;0.00069241;#N/A
238;MTOR;0.000691904;x
239;MKRN2;0.00069118;#N/A
240;CDH3;0.000688012;#N/A
241;RXRA;0.000686992;#N/A
242;FANCI;0.000686556;#N/A
243;FOXA1;0.000685387;x
244;CCNB3;0.000682266;x
245;TOP2A;0.000679834;x
246;SIGLEC5;0.000679198;#N/A
247;KIT;0.000677728;x
248;NCOA1;0.000677233;#N/A
249;TOPBP1;0.000677053;#N/A
250;ERBB3;0.000676389;x
251;JAK1;0.000675444;x
252;RNF213;0.000675426;#N/A
253;PDGFB;0.000675408;x
254;CD38;0.000672706;#N/A
255;MSI1;0.000672398;x
256;YAP1;0.000671578;x
257;AKR1B1;0.000670788;#N/A
258;AXIN1;0.000669734;x
259;CACNA1I;0.00066776;#N/A
260;HOXC13;0.000667472;#N/A
261;STAT1;0.000667278;#N/A
262;IQGAP1;0.000665833;x
263;PPFIA4;0.000665616;#N/A
264;NPPB;0.000665584;#N/A
265;EPHA7;0.000665398;x
266;EED;0.00066451;x
267;MED12;0.000663699;x
268;VAV1;0.000662459;x
269;GCNT1;0.0006601;#N/A
270;CDKN1B;0.00065995;x
271;CCNE1;0.000659359;x
272;KDM1B;0.000657524;#N/A
273;ZIC1;0.000657227;#N/A
274;PPARG;0.000657134;x
275;ISYNA1;0.000656743;#N/A
276;BARD1;0.000656236;x
277;MYO18A;0.000655653;#N/A
278;LRP6;0.000655268;x
279;DLX4;0.000654748;#N/A
280;RASA1;0.000653184;x
281;ERGIC2;0.000652099;#N/A
282;RPGRIP1;0.000651582;#N/A
283;FGF19;0.000649532;x
284;PTDSS1;0.000648279;#N/A
285;SMARCD1;0.000647877;#N/A
286;MAP3K1;0.000647822;x
287;TP63;0.000647573;x
288;CHD4;0.000645241;x
289;MAP3K7;0.000644778;x
290;WDR90;0.000644182;#N/A
291;NOTCH2;0.000642946;x
292;ARID2;0.000642499;x
293;RRM2B;0.000642431;#N/A
294;FCRL4;0.000642206;#N/A
295;DPF1;0.000641107;#N/A
296;ADAP1;0.000640297;#N/A
297;USP1;0.00063909;x
298;GOLGA7B;0.000638623;#N/A
299;NCOA3;0.000636717;x
300;MSH2;0.000636564;x
301;SMARCA2;0.000635535;x
302;TNIP3;0.000635522;#N/A
303;H4C13;0.000634759;#N/A
304;KLF4;0.000634382;x
305;IL6ST;0.000633596;x
306;MAPK1;0.000632353;x
307;RAD50;0.00063146;x
308;BRAF;0.000630453;x
309;TET1;0.000630399;x
310;SMC1A;0.000626678;x
311;CUL3;0.000626151;x
312;FGF21;0.000625479;#N/A
313;JAK3;0.000625035;x
314;FGFR4;0.000624345;x
315;PTPRK;0.000623355;#N/A
316;NCOR2;0.000623274;#N/A
317;CDC73;0.000623175;x
318;MLH1;0.000622699;x
319;NOTCH3;0.000622379;x
320;FANCC;0.000622313;x
321;ATR;0.000621005;x
322;TONSL;0.000620982;#N/A
323;GTF2I;0.000620353;x
324;TGFBR2;0.000620222;x
325;TNFAIP3;0.000619667;x
326;HDAC2;0.000619409;x
327;MTBP;0.00061929;#N/A
328;SPOP;0.000618875;x
329;ASXL2;0.000618781;x
330;SRGAP1;0.000616988;#N/A
331;NUP98;0.000616845;x
332;CDK8;0.000616732;x
333;APOBEC3B;0.000616696;#N/A
334;TCF12;0.000615743;#N/A
335;KRAS;0.000615397;x
336;PRKAR1A;0.00061405;x
337;GNB1;0.000613231;x
338;LRRK2;0.00061232;#N/A
339;PIAS2;0.000612208;#N/A
340;YES1;0.000610686;x
341;LALBA;0.00061056;#N/A
342;BUB1B;0.00061044;x
343;ATRX;0.000610198;x
344;ESM1;0.000609526;#N/A
345;FANCG;0.000609325;x
346;ARNT;0.000609156;#N/A
347;NRG1;0.000608767;x
348;MESP2;0.000608141;#N/A
349;WAS;0.000606848;#N/A
350;TSHR;0.000606616;x
351;RBBP7;0.000606042;#N/A
352;COL1A1;0.000605995;x
353;TEK;0.000605638;#N/A
354;NTRK1;0.000605539;x
355;VEGFA;0.000605537;x
356;PCM1;0.000605401;#N/A
357;DLGAP1;0.00060517;#N/A
358;TFE3;0.000605018;x
359;TSC2;0.000604793;x
360;EPHA3;0.000604052;x
361;MLXIPL;0.000603915;#N/A
362;PLCG2;0.000603615;x
363;TAF1;0.00060326;x
364;CASP8;0.000602957;x
365;CDH11;0.00060223;x
366;IGF1R;0.000600907;x
367;CD44;0.000600851;#N/A
368;SETDB1;0.000600153;x
369;STAG1;0.00059991;x
370;RECQL4;0.000599527;x
371;BTK;0.000599326;x
372;KEAP1;0.00059924;x
373;PHLPP1;0.000598401;x
374;XPO1;0.000598188;x
375;GNA13;0.000598074;x
376;NBN;0.000596879;x
377;SPTA1;0.000596403;#N/A
378;CITED4;0.000595873;#N/A
379;H3-3A;0.000595378;x
380;RAD51C;0.000594618;x
381;LATS1;0.000594592;x
382;ATXN2;0.000594513;x
383;MLLT3;0.000594325;x
384;FOLH1;0.000593749;x
385;MGA;0.000593266;x
386;SLX4;0.0005929;x
387;TFG;0.000592687;#N/A
388;EIF3E;0.000592273;#N/A
389;NONO;0.000591584;#N/A
390;CTR9;0.000590862;x
391;PALB2;0.000590748;x
392;REST;0.000590599;x
393;DDX5;0.000590493;x
394;GLI1;0.000589669;x
395;FANCL;0.000589598;x
396;CARHSP1;0.000589293;#N/A
397;TRIM27;0.000589276;x
398;PRKCI;0.00058925;x
399;MITF;0.00058913;x
400;HGF;0.000588768;x
401;MRE11;0.000587309;x
402;RUNX1T1;0.000587084;x
403;EPOR;0.0005863;x
404;STAT6;0.000585687;x
405;C1QTNF6;0.000584863;#N/A
406;EIF4A2;0.000584532;x
407;ZMYM3;0.000583744;x
408;CBX2;0.000583017;#N/A
409;CSF1R;0.000582612;#N/A
410;PPAT;0.000581521;#N/A
411;MAP2K2;0.000581342;x
412;WRN;0.000580731;x
413;MSH6;0.000580369;x
414;SLIT2;0.000580066;#N/A
415;PIK3R2;0.000579683;x
416;NRAS;0.000579501;x
417;RAP1GDS1;0.000578708;#N/A
418;EZR;0.000578254;#N/A
419;YY1;0.000578207;x
420;TGFBR1;0.000577959;x
421;PRKCB;0.000577091;x
422;RANBP2;0.000577088;x
423;AFF4;0.00057613;x
424;PGR;0.000575637;x
425;FBXW7;0.000575558;x
426;ATAD2;0.000575518;#N/A
427;ROBO1;0.000574868;x
428;TRIM33;0.000574512;#N/A
429;CARM1;0.000574426;#N/A
430;PIK3CD;0.000573863;x
431;LRP5;0.000573816;x
432;UBR5;0.000573481;x
433;GAB2;0.000573449;x
434;BAP1;0.000573099;x
435;ITK;0.000572558;#N/A
436;CCND3;0.000572446;x
437;PTPN13;0.000572305;x
438;FBXO11;0.000571798;x
439;ZBTB16;0.000571535;#N/A
440;DYRK2;0.000570333;#N/A
441;LMNB1;0.000570243;#N/A
442;PBRM1;0.000570132;x
443;LMNA;0.000569926;x
444;CHEK2;0.000569827;x
445;AGO2;0.000568167;#N/A
446;NUP214;0.000567462;x
447;ALOX5;0.000567326;#N/A
448;ASPSCR1;0.000566403;#N/A
449;ERCC4;0.00056577;x
450;RECQL;0.000565636;x
451;IKZF1;0.000565434;#N/A
452;SGK1;0.000565237;x
453;MIB1;0.000565134;#N/A
454;LAMA3;0.000565108;#N/A
455;GPS2;0.000564818;x
456;YEATS4;0.000564813;#N/A
457;TPR;0.000564052;#N/A
458;TP53BP1;0.000563989;x
459;HFE;0.000563782;x
460;CABLES2;0.000563659;#N/A
461;CST9;0.000563644;#N/A
462;SOST;0.000563326;#N/A
463;STAG2;0.000563245;x
464;WWP1;0.000563051;x
465;PLK2;0.000562849;#N/A
466;TSC1;0.000562605;x
467;XRCC1;0.000562236;x
468;ERCC3;0.000562018;x
469;RAD17;0.000561522;x
470;TRRAP;0.000561383;#N/A
471;IRF4;0.000561215;x
472;TYK2;0.000560316;x
473;PUM1;0.000560146;#N/A
474;ARID1B;0.000559943;x
475;CSN3;0.000559718;#N/A
476;SPEN;0.00055951;x
477;RICTOR;0.000559294;x
478;PCBP1;0.000558956;#N/A
479;EPS15;0.000558828;#N/A
480;GRIN2A;0.00055866;x
481;HSD17B2;0.000558524;x
482;CCT6B;0.000557886;#N/A
483;HIRA;0.000557605;x
484;RNF183;0.000557173;#N/A
485;PTPRB;0.000557023;#N/A
486;PTPRS;0.000556383;x
487;ETV6;0.000556108;x
488;HNRNPA2B1;0.000555548;#N/A
489;NRCAM;0.000555095;#N/A
490;AXIN2;0.000554136;x
491;LATS2;0.000554116;x
492;NSD1;0.00055406;x
493;NFATC2;0.000553887;#N/A
494;EPHB1;0.000553759;x
495;ARHGAP26;0.000553596;x
496;IKBKE;0.000553439;x
497;FOXP1;0.000553326;x
498;TRIP11;0.000553201;#N/A
499;ARID1A;0.000553094;x
500;ATRIP;0.000552525;x
501;SRP72;0.000552477;x
502;IKZF3;0.000551908;x
503;PTPRD;0.000551729;x
504;MSH3;0.000551267;x
505;CBLB;0.00055086;#N/A
506;CPS1;0.000550842;#N/A
507;MLF1;0.000550821;#N/A
508;DDX3X;0.000550795;x
509;ANGPT2;0.000550469;#N/A
510;NSD3;0.000550418;#N/A
511;RPTOR;0.000550372;x
512;RSPO2;0.000550292;#N/A
513;SMG1;0.000550189;x
514;ARHGEF12;0.000549948;x
515;INPPL1;0.000549592;x
516;NF2;0.000549155;x
517;AGO1;0.000548712;x
518;ERCC2;0.000548667;x
519;TOP1;0.000548354;x
520;VAV2;0.00054821;x
521;CLIP1;0.000547845;#N/A
522;DOT1L;0.000547811;x
523;POLE;0.000547646;x
524;CD22;0.000547536;#N/A
525;H2BC12;0.00054734;#N/A
526;ATP7B;0.000547298;#N/A
527;PHLPP2;0.000546505;x
528;ANKRD26;0.000546355;x
529;PTPRO;0.000546173;#N/A
530;MYO5A;0.000546018;x
531;DRD5;0.000546011;#N/A
532;NFE2L2;0.000545891;x
533;CARD11;0.000545811;x
534;GNAS;0.00054567;x
535;KAT7;0.000545501;x
536;RALGDS;0.000544987;#N/A
537;CENPI;0.000544905;#N/A
538;ACVR1;0.000544881;x
539;EGR1;0.00054483;x
540;GATA3;0.000544749;x
541;FUS;0.000544474;x
542;EP400;0.000544169;x
543;SF3B1;0.000543936;x
544;STRN;0.000543799;#N/A
545;UPF1;0.000543595;#N/A
546;BRD4;0.000543459;x
547;AXL;0.000543347;x
548;JARID2;0.000543138;x
549;RBM15;0.000541988;x
550;NUP93;0.000541905;#N/A
551;DDB2;0.000541893;x
552;RELN;0.000541859;#N/A
553;FLI1;0.000541402;x
554;FLT3;0.000541199;x
555;PRPF8;0.000541198;x
556;PMEPA1;0.000541128;#N/A
557;TAB3;0.000541123;#N/A
558;ERCC6;0.000541082;#N/A
559;INPP5D;0.000541051;#N/A
560;EPAS1;0.000541044;#N/A
561;POLD1;0.000540894;x
562;USP8;0.000540833;x
563;KIF5B;0.000540694;#N/A
564;ERC1;0.000540335;x
565;IL21R;0.000540266;#N/A
566;MKNK1;0.00054004;#N/A
567;EXO1;0.000540022;#N/A
568;SMO;0.000540003;x
569;POLH;0.00053995;#N/A
570;MKI67;0.000539864;x
571;ETS1;0.000539734;x
572;LRP1B;0.000539582;x
573;ABL2;0.000539285;x
574;PDS5B;0.000539106;x
575;ADARB2;0.00053909;x
576;ID1;0.000539067;x
577;PRKD1;0.000538297;#N/A
578;KLF6;0.000538055;#N/A
579;DCTN1;0.000537625;#N/A
580;DHX15;0.000537582;#N/A
581;ELF3;0.00053741;x
582;TEC;0.000537382;#N/A
583;SRSF2;0.000537219;#N/A
584;UBTF;0.000537074;x
585;DIS3;0.000536359;x
586;AGGF1;0.000536354;x
587;ZMYM2;0.000536323;#N/A
588;ZNF292;0.000536023;x
589;EZH1;0.000535884;x
590;FLCN;0.000535828;x
591;ARHGAP35;0.000535589;x
592;MEF2C;0.000535412;x
593;AFDN;0.000535203;x
594;MLLT10;0.000535185;x
595;ARID4A;0.000535147;x
596;KAT6A;0.000535075;#N/A
597;KDM5C;0.000534912;x
598;NIN;0.000534857;#N/A
599;CSF1;0.000534686;#N/A
600;PHF1;0.000534371;#N/A
601;PATZ1;0.00053436;#N/A
602;REL;0.000534358;x
603;ERG;0.000534329;x
604;MS4A1;0.000534307;#N/A
605;KDM5A;0.000534296;x
606;GNAT3;0.000534002;#N/A
607;DNM2;0.000533942;x
608;NF1;0.000533682;x
609;XPC;0.000533678;x
610;LOXL4;0.000533624;#N/A
611;ELN;0.000533529;x
612;SHOC2;0.000533508;x
613;EMSY;0.000533295;x
614;RAD1;0.000532915;#N/A
615;MBD6;0.000532261;x
616;PICALM;0.000532244;#N/A
617;CHD2;0.000532134;x
618;PAK3;0.000532133;#N/A
619;ECT2L;0.000532061;x
620;TET2;0.000532014;x
621;CLTCL1;0.000532009;#N/A
622;PER1;0.000531874;#N/A
623;LIFR;0.00053186;#N/A
624;SND1;0.000531667;#N/A
625;U2AF1;0.00053135;x
626;CDK12;0.000531193;x
627;SEC31A;0.000531156;#N/A
628;PRDM1;0.000531067;x
629;SETD2;0.000530931;x
630;NTRK3;0.00053088;x
631;TAF15;0.000530802;#N/A
632;TYRO3;0.000530634;#N/A
633;MAP4K4;0.000530568;x
634;PSIP1;0.000530483;#N/A
635;IL7R;0.000530404;x
636;PC;0.000530387;#N/A
637;ARID4B;0.000530353;x
638;SOX4;0.000530205;#N/A
639;MYH11;0.000530131;x
640;PTPN14;0.000530062;x
641;BCL9;0.000529963;x
642;PTPRC;0.000529834;#N/A
643;IKZF2;0.000529829;#N/A
644;CTCF;0.000529636;x
645;BCL11A;0.000529622;#N/A
646;PRF1;0.00052962;#N/A
647;HSD17B3;0.000529603;#N/A
648;KLF5;0.000529582;x
649;ATP1A1;0.000529278;x
650;GATA2;0.000529221;x
651;NFIB;0.000529074;#N/A
652;SF3B2;0.000528963;x
653;ERCC5;0.000528858;x
654;BACH2;0.000528677;x
655;AFF1;0.00052864;#N/A
656;TFR2;0.000528593;#N/A
657;CRTC3;0.000528488;#N/A
658;PPFIBP1;0.000528431;#N/A
659;CASR;0.00052843;x
660;RBM10;0.000528241;x
661;KNSTRN;0.000528139;#N/A
662;IRF2;0.000528094;x
663;HIP1;0.000528058;#N/A
664;PIK3C3;0.000528034;#N/A
665;RIOK2;0.000527825;x
666;KTN1;0.000527599;#N/A
667;AMER1;0.000527573;x
668;NUMA1;0.000527542;#N/A
669;ZNF217;0.000527496;x
670;ELP2;0.000527396;#N/A
671;DDR2;0.000527212;x
672;SETD1A;0.000527107;x
673;ATXN7;0.000527047;x
674;SMARCA1;0.000526977;x
675;KDM6A;0.000526946;x
676;AKT3;0.000526928;x
677;FIP1L1;0.000526884;#N/A
678;EPHB4;0.000526818;x
679;MTHFD2;0.000526663;x
680;CUX1;0.00052631;x
681;LRIG3;0.000526239;#N/A
682;PRDM16;0.000526066;#N/A
683;SESN3;0.000526059;x
684;BTG2;0.000525971;x
685;PDE4DIP;0.000525967;#N/A
686;LPP;0.000525714;#N/A
687;MST1R;0.000525539;x
688;PARP2;0.000525478;#N/A
689;WEE1;0.000525424;#N/A
690;KDM2B;0.000525349;#N/A
691;FNBP1;0.000525321;#N/A
692;NSD2;0.000525301;x
693;KLHL6;0.000525242;x
694;PHF6;0.000525228;x
695;FURIN;0.000525131;x
696;NOD1;0.000525047;#N/A
697;ITPKB;0.000524988;x
698;ZNF521;0.000524846;#N/A
699;CTC1;0.000524571;#N/A
700;AJUBA;0.000524567;x
701;YY1AP1;0.000524313;#N/A
702;GOLGA5;0.000524222;#N/A
703;SETD4;0.000524188;#N/A
704;MERTK;0.00052394;x
705;EPHA5;0.000523933;#N/A
706;NFKBIE;0.000523923;#N/A
707;SH3GL1;0.000523918;#N/A
708;ASMTL;0.000523717;#N/A
709;CSDE1;0.000523694;#N/A
710;MAML2;0.000523571;#N/A
711;SESN1;0.000523516;x
712;MAGI2;0.000523402;x
713;SNCAIP;0.000523244;#N/A
714;FUBP1;0.000523219;x
715;PTPRT;0.000523161;x
716;CNTRL;0.00052293;#N/A
717;CREB3L2;0.000522834;#N/A
718;SZT2;0.000522526;#N/A
719;USP6;0.000522389;x
720;MTHFR;0.000522276;#N/A
721;NCOA4;0.00052225;#N/A
722;EML4;0.000522052;#N/A
723;CIITA;0.000521992;x
724;SBDS;0.000521841;#N/A
725;SULT4A1;0.000521781;#N/A
726;INTS6;0.000521687;x
727;FAT1;0.00052168;x
728;SAMHD1;0.000521672;x
729;DAZAP1;0.000521595;#N/A
730;ARID5A;0.000521554;#N/A
731;SPRED1;0.000521508;x
732;ARVCF;0.000521506;#N/A
733;TET3;0.000521444;x
734;ETV1;0.00052119;x
735;PRDM14;0.000521186;#N/A
736;FAT4;0.00052115;#N/A
737;FH;0.000521008;x
738;ANKRD11;0.000520835;x
739;BCORL1;0.000520752;x
740;MSI2;0.000520629;x
741;TBX3;0.000520584;x
742;SAMD9;0.000520563;#N/A
743;CRTC1;0.000520522;#N/A
744;ELK4;0.000520445;x
745;MPL;0.000520308;x
746;ARID5B;0.000520267;x
747;BCL11B;0.000520242;x
748;MAP3K6;0.000520024;#N/A
749;CIC;0.000519904;x
750;KIAA1549;0.000519847;#N/A
751;POLG;0.000519826;#N/A
752;ELF4;0.000519813;x
753;DDX10;0.000519813;#N/A
754;GAS7;0.000519782;#N/A
755;EBF1;0.000519726;#N/A
756;BCL9L;0.000519692;#N/A
757;ZFP36L1;0.000519683;x
758;AFF3;0.000519641;#N/A
759;PIK3C2B;0.00051962;x
760;INPP4B;0.000519597;x
761;MAP3K13;0.000519465;x
762;KEL;0.000519439;x
763;CARS1;0.000519346;#N/A
764;PDCD11;0.00051932;#N/A
765;ETAA1;0.000519273;x
766;PCLO;0.00051927;#N/A
767;MYBL1;0.000519005;x
768;ZFHX3;0.000518957;x
769;CAMTA1;0.000518956;#N/A
770;ALDH1L2;0.000518835;x
771;LARP4B;0.000518817;#N/A
772;SLFN11;0.000518643;x
773;ARHGAP29;0.000518567;#N/A
774;ZFP36L2;0.000518456;x
775;DIS3L2;0.000518401;#N/A
776;IDH1;0.000518368;x
777;DPYD;0.000518319;#N/A
778;PTK7;0.000518249;#N/A
779;ABCB1;0.000518174;x
780;SLIT3;0.000518121;x
781;SNX29;0.000518084;#N/A
782;SETBP1;0.000518071;x
783;FOXP4;0.000515978;#N/A
784;JUN;0.00051537;x
785;ALX4;0.000514904;#N/A
786;DVL1;0.000513248;#N/A
787;ZMIZ2;0.000511535;#N/A
788;ITSN2;0.000511492;#N/A
789;XRCC2;0.000511248;x
790;PPFIA1;0.000509951;#N/A
791;S1PR5;0.000506483;#N/A
792;MORC4;0.000505622;#N/A
793;PPBP;0.000505551;#N/A
794;CPNE4;0.000502114;#N/A
795;RNF144A;0.000501788;#N/A
796;S100A4;0.000501278;#N/A
797;PABPC1;0.000501265;#N/A
798;CCNE2;0.000499056;#N/A
799;UBASH3B;0.000499022;#N/A
800;PRLR;0.000495625;#N/A
801;DDIT4;0.000494016;#N/A
802;GNG13;0.000492644;#N/A
803;KIF18B;0.000492113;#N/A
804;FOXG1;0.000490124;#N/A
805;KRT9;0.000489971;#N/A
806;E2F3;0.000489814;x
807;MMS22L;0.000489482;#N/A
808;COCH;0.000486369;#N/A
809;MCM2;0.000484335;#N/A
810;NR0B2;0.000484271;#N/A
811;IL1RAP;0.000483394;#N/A
812;TP73;0.000482975;#N/A
813;NUAK1;0.000481094;#N/A
814;GAL3ST1;0.000474398;#N/A
815;FSCN1;0.000470522;#N/A
816;PLK1;0.000468561;#N/A
817;PAXIP1;0.000468319;#N/A
818;SIAH1;0.000468112;#N/A
819;LRP8;0.000467878;#N/A
820;FN1;0.000466146;#N/A
821;RAD18;0.000465394;#N/A
822;RHEBL1;0.000463386;#N/A
823;UBAP2L;0.000463107;#N/A
824;DCAF4L2;0.000462991;#N/A
825;DNMT3L;0.000460337;#N/A
826;APOC1;0.000460052;#N/A
